@relation R_data_frame-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.NominalToString-Cfirst

@attribute text string
@attribute is_sick {FALSE,TRUE}

@data
'Finally! - a long term study that suggests that calorie restriction won?t buy you longevity. Pass the popcorn please. http://t.co/LDnDAhKK @dbweissman I admit I was extremely excited when I realized that it was possible?. Life can only be understood backwards; but it must be lived forwards. #s?renkierkegaard Computational social science: Making the links http://t.co/zMPKV0ty via @prismatic http://t.co/molvTUmj Take a look at the future of education over at @khanacademy and be ready to have your mind blown. #futureofeducation How Big Data Became So Big. http://t.co/ka9kIbiw Great piece because it links to the most important big data document: http://t.co/wDYvX3tg New species discovered? on Flickr (via HN) http://t.co/uNz65GFv This is how I typically feel reading comments on the internet. I really should know better? http://t.co/uwrli6Yv Fascinating: Tree\'s leaves genetically different from its roots http://t.co/5zayNeRf @hadleywickham retina. It\'s a total game changer. You will forget that it\'s a computer. Abs',FALSE
'I might live in a strange place  but apple maps have been a huge upgrade to google maps. Is Alzheimer?s Type 3 Diabetes? http://t.co/F8hEuDkB Superb TED talk by @amcafee on digital optimism. I\'m 100\% on his page. http://t.co/JZ6aIxjw Speech by Obama on free speech leaves me speechless (positively so). One for the history books  I think   http://t.co/jWp9Jpeb Beyond awesome: the order pizza magnet button. http://t.co/tLKhyXFk @oanacarja Interesting. Will certainly take a look. I had always wanted to work with @cameronmarlow but I think I\'m on his spam list ;-)',FALSE
'Great article on aging  social networks & health (mentioning the work of @NAChristakis ). Fantastic storytelling too. http://t.co/Xm67nAfQ TurboScan App is awesome. And another industry is being eaten by disruptive software? https://t.co/cyE61wZj Indiana Jones denied tenure: the letter from the chairman of the Committee on Promotion and Tenure http://t.co/0R1acvB5  In this era of molecular biology  the most valuable medication was morphine  a drug available for almost 200 years.  http://t.co/CruVifCs Winner of shortsighted idea of the day: Minnesota is banning free online education. http://t.co/MWUsuVk9 Yes! - 100 times. Also  stop trying to protect your scientific ideas. http://t.co/kt6jlw4u A random thought on mobile health and Siri: http://t.co/ZhjdODtS Pew Study in NYT: Nearly one in five Americans say they are atheist  agnostic or ?nothing in particular.? Interesting http://t.co/ac6CsBQQ Perhaps the saddest thing I\'ve read all year. 14 y old girl shot while standing up for basic rights. Will it ever end.',FALSE
'RT @marcelsalathe: Awe inspiring!! What do 100 000 stars look like? http://t.co/Hio8n59s The Case for Drinking as Much Coffee as You Like http://t.co/LoZx53Ea via @prismatic 3 CIDD faculty members named Fellows of the AAAS. Congrats Pete  Andrew and Matt! http://t.co/EQx0CRKq I never thought I?d love babies but now I do - especially if they are my own ;) Thanks evolution!  Only in Grover Norquist?s imagination does such a response exist.  Warren Buffet on increasing taxes on the super rich http://t.co/hB9ksFiK is.integer(2) yields false.  Welcome to R. Your life is now hell.  https://t.co/xRKwdJAv International: The lottery of life http://t.co/TxHNMiEn via @prismatic @EllsCubed no I didn?t. But hey  kinda busy anyways :-) also trying to finish the RoR book @alexvespi worth a screenshot :-) @alexvespi  private video ? I assume this is a practical joke  right? Awe inspiring!! What do 100 000 stars look like? http://t.co/Hio8n59s',TRUE
'This made me cry. For so many reasons. http://t.co/XqG2VEkV @miss_stillman I am! Let\'s share profiles once you get yours! Amazing 125 pictures of Obama\'s first term http://t.co/KLn7hhxX Laws of Physics Can?t Trump the Bonds of Love http://t.co/JxnPZM3g http://t.co/UH8blu3v two firemen killed by crazy guy with gun. NRA\'s response will be to arm firefighters. I just told Congress and @BarackObama to pass common sense laws to end gun violence. Join me and #DemandAPlan http://t.co/AnZnnMH3 For all that is sane  STOP comparing guns to cars. Hardly any car deaths are the result of intentional killing. Just another day in the US of A? gunman kills three  40 miles from where I live http://t.co/OrKKoLXM Yay 2nd amendment Must read on guns and public health http://t.co/HVBODCXy @mjgiarlo @dmc186 You got it. Give us a few weeks to get a primitive prototype up and running - but the earlier the better (fail fast) @dmc186 @mjgiarlo absolutely. @dmc186 @mjgiarlo I see that (parts of) ScholarSphere run on RoR - what are you ',TRUE
'Is chance of dying in artificial intelligence-related accident as high as that of heart disease / cancer? http://t.co/ENnPnWlf yes  some say  Thanks for Glenn Beck and Sean Hannity  Mr. Ailes. Thanks for everything  Donald Trump. Todd Akin ? I love you  man.  http://t.co/Z3ysV8FF @ZombieAntGuy @matthewherper @noahWG @bendreyfuss They already changed the title - this morning it said   Flu Shots Are Damn Dangerous   Hilarious - RT @jmerriman: I talked to Adobe yesterday: http://t.co/JGLJ2O2I @johnbrownstein Is this person really associated with @HackensackUMC? Shameful. Behold my genetic superpowers! Thanks to @23andme I know I\'m resistant to most norovirus strains.  http://t.co/wHQE4CEp 1st International Workshop on Public Health in the Digital Age: Social Media  Crowdsourcing and Participatory Systems http://t.co/AnuVY3md Fantastic story by @carlzimmer on tracking down a lethal bacterium in a hospital. Added bonus: gorgeous web design http://t.co/UAlGsgQt Even the person responsible for the CDC gun violence r',TRUE
'RT @marcelsalathe: Penn state ppl: please participate in our study to track the spread of the flu using social media at http://t.co/EmI6 ... Excellent - gamification against climate change denial RT @michaelpollan: Al gore introduces new initiative at TED: http://t.co/qCaS8xJWHE. Every day I do small design iterations @plantvillage. Most days I get a bit happier with it. Always love this guy: https://t.co/HxXLOc1As7 This looks amazing. I\'m #8896 in line for a MYO from @thalmic http://t.co/FfZvuCQOjk #getmyo @scoutbanana Free online course by @ciddpsu on infectious disease dynamics & epidemics: https://t.co/YiHQ3kO02m @africahealthexb Free online course by @ciddpsu on infectious disease dynamics & epidemics: https://t.co/YiHQ3kO02m @AfricaDoctors free online course on infectious disease dynamics & epidemics: https://t.co/YiHQ3kO02m @colecamplese If out of warranty  Apple will fix it for about 200 bucks. Mine fell off the roof of a driving car  not much they could do :-) New blog post: The MOOCs will make open ',TRUE
'RT @marcelsalathe: Zombie tweets correlate with flu prevalence - the perils of big data http://t.co/0mID6BZQNj @toddbodnar #datascience Powerful  well done  and depressing at the same time. http://t.co/mt4HSe43o1 @EllsCubed because they is still learnin?.http://t.co/57RWiNplhj Our paper  Validating Models for Disease Detection Using Twitter  got accepted for #phda2013 #www2013 - nice. Excellent work @toddbodnar Campus 2.0 in Nature -  When one professor can teach 50 000 people it alters the economics of education.  http://t.co/9JiMY73bTi #MOOC To all of you who\'ve made countless jokes about  winter is coming  - look what you\'ve done! And just to be clear - I support AAAS campaign. Cutting social science funding in the age of computational social science isn\'t a smart idea Gotta love AAAS - campaigning to protect political science funding  but the docs are behind a paywall! http://t.co/m2AgOyrMTv @mbeisen @comfoodjustice Agreed! But we can always create better tools to solve problems with what we have  e.g. ht',FALSE
' Challenge and hardship have become pathologized and monetized.  Powerful piece in the NYT - Diagnosis:Human http://t.co/8uJxC3OKzN @RyanMullins @jscarto @neiltyson straight from the heart! Hard to see how this video will not go viral: Richard Dawkins goes XKCD http://t.co/huxCRe95FO (context: http://t.co/gednfHtWC4) Is it wrong to use the interest in #h7n9  to promote our Epidemics MOOC? Heck  screw PC  this stuff is important: https://t.co/YiHQ3kO02m @noahWG my gut feeling is that irrationality is additive  not multiplicative... @noahWG if everybody acted rationally  yes. Difficult assumption to make when it comes to vaccination decisions though... @martinenserink Thx for the shout out - it was also reviewed at Science  but alas  too technical. Perhaps something for the news section? @PLOS @bethskw @sethmnookin WHO said today that they\'ll first announce h7n9 numbers on Twitter  and later on website. @WHO Social Dynamics workshop at #netsci2013. Honored for the opportunity to present with so many accomplishe',FALSE
'RT @marcelsalathe: Our new paper is out: Complex social contagion makes networks more vulnerable to disease outbreaks. @EllsCubed http://t.? Getting ready to shoot the Epidemics MOOC http://t.co/dEQEgfXI6f @dbweissman Sapperlot! Perhaps the Austrians speak a decent English - affirmative? @jscarto that\'s about 10 min from where I used to live so you can always ask me ;-) Writing on the wall is clear RT @NAChristakis: These San Jose philosophy faculty make good points critizising #MOOC http://t.co/XtR7cxfcb5 - Has it really been five years since we moved to the US of A? I can hardly sprechen the Deutsch anymore... @ciro I never quite know what do make of these pieces. It sounds like Scientists are 10 years behind the rest... @colecamplese I can\'t deal with bacon  eggs and other fatty stuff before noon @colecamplese those tweets about what people are having for breakfast? It\'s a myth http://t.co/o9KA6bSQLw The real heroes of the past century. So many if us live because if them http://t.co/7fDno1w42l @colecamples',FALSE
'Funny that people get excited about fast track lanes when boarding. I have a feeling we will all get there at the same time... Don?t Take Your Vitamins http://t.co/ZolIrQOXUf @Friedenberg_IST @hectorjcorrea We\'ll make him available :-) He\'s a grad student in my group Tracking the spread of infectious diseases with social networks: http://t.co/URG7sdUeHk grt article in @TheScientistLLC by @AdamJKucharski New blog post: It\'s only a data deluge if you don\'t know what you\'re looking for http://t.co/GetDysSuR2 #bigdata US Supreme Court says isolated human genes cannot be patented http://t.co/WtT4oIFL7j At yearly RAPIDD convocation on NIH campus. Stone house is beautiful. Big data  + infectious disease models workshop coming soon  hopefully @saragorm Great vaccination post on PLOS! Not explaining where negative sentiments come from  but how they spread: http://t.co/dDdbwA01gh Don\'t click on this link if you\'re growing your own tomatoes - it\'s just too painful. You have been warned. https://t.co/p6sXcMG6U3 Pandemic ',FALSE
'Smokers can infect their tomato plants with Tobacco Mosaic Virus. Need another reason to quit? Save the tomatoes! https://t.co/1ybx9F1mSN Reason 6 for #DigDisDet: Workshops on DDD curriculum development  ILI surveillance  and vaccination assessment  http://t.co/zBAt5oGGTX Reason 7 for #DigDisDet: If history is any guide: The 1st DDD conference last year was fantastic. http://t.co/3prN9j9Jvl As beautiful as it is useless ;-) geolocated tweets in SF converted to an elevation map: http://t.co/fkYDxWcdrO via @estebanmoro @i_love_disease Thanks Jen! Much clarity thanks to @clarkfreifeld @Sumiko_Mekaru @annatomasulo and @johnbrownstein The Importance of Digital Epidemiology - our piece in the New England Journal of Medicine http://t.co/FdZ5R9xHZp with @johnbrownstein et al @rileycrane thanks  and I agree with you. Arrived today in Switzerland with family - first international travel with family of 4... @rileycrane sleepless? The joy of fatherhood ? ;-) hope all is well! Tracking the Spread of Viruses Is Going Viral',FALSE
'Coming to your university soon too? Hand over highly private health info to a 3rd party or get punished $1200/y. http://t.co/SGLDvgi79R Happy 722nd birthday Switzerland! Zwei Seelen wohnen  ach! in meiner Brust',FALSE
'@BeautifulB43 I mean? this wasn?t that crazy. Just really close to death :p @klogram why is any patent surprising anymore. I?m amazed no one has patented the act of breathing air. @marcoarment I can?t even imagine how amazing a 27?+ retina display would be. @BeautifulB43 is this justification for me or you :p What are you doing tomorrow. Did you know I nearly died recently? Wanna see the scars? @BeautifulB43 I feel I have to tell you this? my father has the exact same shoes.',FALSE
'@OnwardState can?t mess up the formula! As much as Emmert doesn?t want it  people will play us this year. @marcoarment has this seriously started an argument on twitter? Good lord  it?s a power adapter. All motivation to do work is gone. Interesting musical transition: Wood Borthers -> Iron and Wine -> They Might Be Giants -> Rage Against the Machine. Way to go iTunes Genius. @j_macca guess I\'ll have to buy some bells... @j_macca :( I won\'t get to see you again before you leave. 48 hours from now I will be on a plane out of this place... @flowingdata yeah but not by much. It?s cheaper than implementing it yourself. @flowingdata Have you seen the one for the US Census??? It makes me so very sad. @lonelysandwich can you click on screen share? @lonelysandwich if you could login and try booting into recovery mode you could reinstall it. Otherwise @siracusa?s solution is best option @lonelysandwich you?ve tried a hard restart? Oh App Store  I think you?re lying to me... http://t.co/ewgXjssb @Thebettafish pretty mu',FALSE
'Why am I not going to VisWeek again??? @j_macca best. Dancing. Ever. Good to be back @zenospub listening to Spider Kelly with @j_macca @BeautifulB43 I get what I?m given :P @BeautifulB43 come back to me when you start breaking $75. I need to not drive a pickup. A 40? TV is far superior to a 26? TV. @j_macca Good luck today! @j_macca airports are like being an undergrad in college. You can drink anytime you like and it?s not alcoholism. @j_macca I wanted that picture to be of beer. Because that?s how every morning on a plane should start. @aaron_pearce just do it and be happy. @aaron_pearce well definitely drop support for 4. Consider keeping 5 but depending on your major release cycle definitely consider 6 only. @aaron_pearce it would also be interesting to see if the answer is different on an iPad than an iPhone. @aaron_pearce I bet the answer is less than 20. @Thebettafish it could be Justin Beiber or the Black Eyed Peas? Apparently blonde chicks driving 3 series BMWs are exempt from traffic laws. You know ',FALSE
'@samjarman and sadly it will never stop happening. Nothing like the sounds of F-18s in the afternoon. http://t.co/zqI3SteW @Ihnatko @marcoarment all you need is a buffer cloth and a drill. Average anodized coating will rub off after about 15 minutes. @BNKetti in my office now. @Ihnatko which and what kind? @SomeWhores it?s actual pretty good. Makes him tolerable and them funny as fuck. @SomeWhores the mash up of him and slip knot. Get on that. @marcoarment try any product from ESRI and come back to me? @jscarto So you failed that test? @Thebettafish I?m just disappointed in the lack of care by pretty much everyone but apple on trackpads. Make it huge out of glass. It works. @Thebettafish that extends to most every Lenovo. @SomeWhores @Thebettafish like a baby kitten? @j_macca a good call. @Thebettafish it?s kind of my thing. @Thebettafish thanks for showing me your hand. @Thebettafish not that kind of insane. @Thebettafish you?re confusing masochism with insanity. @Thebettafish that would be awesome. But I re',FALSE
'@BeautifulB43 well it ain?t flavored vodka. @MartyUlrich Now that?s an Objective-C man. @MartyUlrich Oh I get that  but I also understand that the earth hates New Jersey. Or maybe that?s just the people of Earth. Eh  fuck it. @SomeWhores gotta love getting paid. It?s a #bourbon kind of night. I?m thinking Angel?s Envy? Fun fact about cloud computing: for most people it?s just bullshit. I?m thinking @jscarto news a cake day beer. Takers? Yay! We?ve come to my favorite part of the night! Can we please talk more about bureaucracy??? Cannot get Skullcrusher Mountain out of my head? So here?s a video to make it stuck in your head too. http://t.co/r7lvjrtL @mollyshewrote relevant: http://t.co/RmyIrtrP @mollyshewrote Does this mean we have to transition to ?May the magic be with you?? @jinlongyang there it is. Qian! @mollyshewrote I have a new hope. It?s got two very round ears and is immune to the end of copyright. Single most disappointing thing of the day: Prequel-era Clone Trooper mask. Somehow got above the 100',FALSE
'Cake is still just fantastic. @mollyshewrote ill just assume that was at me. No worries. Have a good night. @Thebettafish no problem at all. @mollyshewrote yup. Drip by if you like. @mollyshewrote I literally have no idea what that?s and but okay. If you want a beer come to zenos. @Thebettafish sounds good. Are you staying at my place next week? @mollyshewrote so were you serious about drinking? @SarahETroedson an extra +15 bonus score for the karaoke. Glad I met you. Gives me hope for the nerds. @SoilPixel we can probably work something out. Maybe not this semester but next for sure. @SarahETroedson wait a minute? you listen to JoCo??? +5 to your cool points! @SoilPixel Mobile application development topics. Still working on the slides for it. What would you need in forestry? @siracusa what did I just see? An why wasn?t the fridge dancing along? Just remembered that I?m lecturing the CS dept on Monday? it?s gonna be a long weekend of little sleep. @mollyshewrote haha. This is exactly why I don?t care about p',FALSE
'@gigatechco @BloggerTom so there were a lot of contributing factors  but porn & existing/epandable cellular infrastructure didn?t help WiMAX @Thebettafish @BloggerTom @cstromme yeah. In 2005 it was cell phones  now they have 3D printers in their homes. I think I should move. @BloggerTom did you get to the part where it was awesome but never got anywhere b/c people are lazy & Norway has awesome cell phones? @paulsilvis your life. I want it. @samjarman like the one where the only redeeming quality for me is Morgan freeman saying ?or you can kill this mother fucker right here???? @danbenjamin @hotdogsladies troll level: expert. Here?s how I know society is doomed: we have a TV show about competitive taxidermy. The. Fuck. @TJLuoma: ?almost 2013 and we _still_ don\'t have a sarcasm font  I recommend the use of  vowel with superfluous umlaut ? Cc @mollyshewrote @SomeWhores indeed. @SomeWhores karma whores on r/awww @dgrues listen  I love you. But right now I hate you *so* much. Service at this UPS store is next to n',FALSE
'@mollyshewrote more than a shot glass but less than a liter. @Thebettafish I also live right next to the fire station so? The neighbors bought a duck call? fantastic. @samjarman @samjarman it took apple like 10 years to get them on iTunes? give @Spotify some time. @shortycourty03 this is why I make the big bucks :P @shortycourty03 apparently you don?t remember that all 200+ people were invited to the last wedding? fuck that. This is way better. @SarahETroedson Small suggestion: # of (at least half) bathrooms in house >= # permanent residents in house @j_macca I want that so badly right now. Things I?m learning: all of the characters in the animated TV shows I watched as a kid were voiced by the same 5 people. @samjarman they?re right  it does hurt. When I inevitably move out of the damn town  I will only miss Zeno?s  Herwig?s  and my mom?s homemade applesauce (it doesn?t travel well). @aaron_pearce fantastic. experimenting tomorrow. @aaron_pearce might have to try it... @aaron_pearce the appledoc tool for Jav',FALSE
'Does anyone know if @mailboxapp supports Unicode? Some of my emails are not looking right. Definitely an encoding problem. @awoodruff well talk tomorrow. @awoodruff why have you been hiding this??? @aaron_pearce those mean you have stuff in your inbox. @SomeWhores thank you for that. I will use it wisely. @SomeWhores your lack of caring offends me. @mollyshewrote this is a business I am willing to help start. Let?s make it happen. @Thebettafish you?ll love it. gesture driven interface is really nice. Also  I feel like I?m not the only one who tags their emails :P @Thebettafish literally the only thing keeping me from using it exclusively is the lack of access to my tagging system. I love on that. @Thebettafish great concept. Nice interface. I like their use of the status bar to tell you what?s going on. I really wish @mailboxapp gave me access to my existing lists and tags in Gmail. Likely not their fault  but would be great to have. @BloggerTom I feel your pain. @BloggerTom oh? okay. Yeah  stick with a *NIX ',FALSE
